2013-10-16T12:30:58,0,V-LIFE Initialised                                                                                                                                                                                                                       ,,,,,,,,,,,,,,
2013-10-16T12:30:58,0,V-LIFE Factory Defaults loaded                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-17T14:51:43,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-18T09:42:19,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-18T09:43:56,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-22T08:26:20,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-22T08:28:23,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-25T08:39:44,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-25T08:49:53,1,0x40,0x0,64,999990016,103.02,-7.32E-08,23.4,0,0,0,0,0,0,0,0
2013-10-25T08:59:53,1,0x40,0x0,128,999990016,103.02,-7.07E-08,27,0,0,0,0,0,0,0,0
2013-10-28T16:24:17,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-30T08:21:33,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
2013-10-30T08:22:53,0,V-LIFE Configured                                                                                                                                                                                                                        ,,,,,,,,,,,,,,
2013-10-30T08:24:02,1,0x40,0x0,22,999990016,103,-7.38E-08,17.6,0,0,0,0,0,0,0,0
2013-10-30T08:25:02,1,0x40,0x0,37,999990016,103.01,-7.47E-08,18,0,0,0,0,0,0,0,0
2013-10-30T08:26:02,1,0x40,0x0,52,999990016,103.01,-7.25E-08,18.4,0,0,0,0,0,0,0,0
2013-10-30T08:27:02,1,0x40,0x0,66,999990016,103.01,-7.37E-08,18.9,0,0,0,0,0,0,0,0
2013-10-30T08:28:02,1,0x40,0x0,81,999990016,103.02,-7.77E-08,19.4,0,0,0,0,0,0,0,0
2013-10-30T08:29:02,1,0x40,0x0,96,999990016,103.02,-6.76E-08,19.8,0,0,0,0,0,0,0,0
2013-10-30T08:30:02,1,0x40,0x0,111,999990016,103.03,-7.16E-08,20.3,0,0,0,0,0,0,0,0
2013-11-19T10:50:37,0,V-LIFE Started                                                                                                                                                                                                                           ,,,,,,,,,,,,,,
